buyer_id,buyer_time,buyer_level,buyer_addr,buyer_device,comment
那***1,2015-01-20 15:00 购买,银牌会员,内蒙古,来自京东Android客户端,想买很久了，看过了受益匪浅。
L***e,2015-02-02 22:05 购买,银牌会员,上海,来自京东iPhone客户端,送货速度很快 书没有破损
j***z,2015-02-23 22:21 购买,金牌会员,北京,来自京东Android客户端,给儿子买的，没事看吧，挺好的。
j***6,2015-01-08 15:10 购买,银牌会员,湖北,,送人的 ， 还行吧 ， 多看看书挺好
n***o,2014-12-12 00:02 购买,金牌会员,河南,来自京东iPhone客户端,为了攒京豆，大半夜不睡觉跑来刷评价！！
杨***3,2015-03-24 11:02 购买,银牌会员,天津,来自京东Android客户端,很好很好 很好很好 很好很好
j***t,2015-04-04 12:44 购买,钻石会员,广东,来自京东Android客户端,正版权，速度快………………
b***s,2015-04-11 20:55 购买,银牌会员,广东,来自京东Android客户端,好评好评好评好评好评好评
j***0,2015-02-22 21:52 购买,金牌会员,北京,来自京东Android客户端,挺好的，比书店便宜多了
jd_6b45deadb3d73,2015-04-12 23:05 购买,银牌会员,北京,来自京东iPad客户端,还没看 应该是正品
z***1,2015-01-20 10:57 购买,钻石会员,北京,,好看的数，喜欢没道理！以后还买其他的
j***2,2014-10-30 15:18 购买,金牌会员,北京,,内容就不说了，大家作品，咱们也不能给人家说三道四，只有学习的份儿。两册书装订简单大方，纸张柔软，虽然不厚，但手感较好，适合作为自行阅读的书籍购买。正文部分字体清晰，大小合适，阅读感觉较好。性价比很高。
c***4,2014-11-13 23:54 购买,钻石会员,上海,来自京东Android客户端,纸张，排版都不错，还是不喜欢小说
f***n,2015-04-09 08:28 购买,钻石会员,江苏,,好好好好好好好好好好好好好好好
j***s,2015-03-07 15:21 购买,银牌会员,重庆,来自京东iPhone客户端,还可以，买给高中学生看的
s***8,2015-04-11 22:58 购买,金牌会员,北京,来自京东iPhone客户端,不错，挺好的，主要是方便。……
g***0,2014-12-12 13:46 购买,钻石会员,北京,来自京东Android客户端,快递员态度好，商品不错！
l***f,2015-04-09 12:05 购买,金牌会员,北京,,看了多遍，重新买来再看。
j***9,2015-04-13 08:00 购买,钻石会员,江苏,,家里原来有一套，结果女儿拿到学校去看了。这二天准备复习一下，想想还是再买一套，人民出版社的字大，清晰，看的比较舒服
s***6,2015-02-10 18:43 购买,银牌会员,广东,来自京东Android客户端,纸质挺好的，而且送货挺快。
老***烦,2015-03-30 20:59 购买,钻石会员,河南,,书不错，价钱不贵，但是发货时包装不好，书弄的很皱，压了好久也不平。
周***啊,2015-02-17 13:46 购买,钻石会员,北京,来自京东Android客户端,带注解，还有修改前的原本说明，写实又通俗
l***g,2015-02-05 21:37 购买,金牌会员,四川,来自京东iPhone客户端,好好好好看好好好好好
j***e,2015-03-26 14:22 购买,金牌会员,福建,,和超市一样，可以买，不算贵
zcy42195,2015-04-09 22:10 购买,金牌会员,江苏,来自京东iPad客户端,非常好!值得购买!
寒***T,2015-04-12 17:59 购买,金牌会员,广东,来自京东Android客户端,书不错，送货快，喜欢这版本的四大名箸
A***o,2015-04-11 09:26 购买,钻石会员,江苏,来自京东iPhone客户端,物美价廉，值得购买！
h***u,2015-04-08 09:11 购买,金牌会员,陕西,来自京东iPhone客户端,不错，正在看，没什么不好之处
晴***1,2014-11-03 17:44 购买,钻石会员,天津,来自京东iPhone客户端,书的校对比较权威，出版社也好
海***2,2015-02-22 20:27 购买,银牌会员,上海,来自京东iPhone客户端,蛮好蛮好蛮好蛮好蛮好
牛***哥,2015-02-06 18:20 购买,金牌会员,北京,来自京东Android客户端,很好，最喜欢京东自营的产品，首选！
j***2,2015-02-03 12:33 购买,银牌会员,河南,,媳妇躺床上看这书 感觉很享受 呵呵
s***x,2015-03-11 11:24 购买,金牌会员,北京,来自京东iPhone客户端,很不错！送货算快！这时经典版本！
F***7,2015-04-01 12:00 购买,金牌会员,内蒙古,,好书！！！！！！！！！
f***l,2015-03-11 22:33 购买,金牌会员,北京,来自京东iPhone客户端,很不错，以后会再买的。
cx950210,2015-04-11 13:53 购买,铜牌会员,四川,来自京东Android客户端,这是第二次买得。送朋友的。只是这次包装没有第一次。这次只是口袋装着。很容易把书弄坏。
阿***办,2015-04-05 00:36 购买,金牌会员,陕西,来自京东iPhone客户端,i好 真的很不错的一本书 认真学习 好好好
叶***0,2015-03-19 22:08 购买,金牌会员,广东,来自京东Android客户端,这书的质量很好。。。。。。。
b***h,2015-04-11 17:32 购买,钻石会员,北京,,不错的书籍，值得去阅读。推荐。
z***u,2015-01-26 22:13 购买,金牌会员,广东,来自京东Android客户端,不错不错不错不错不错
东***杀,2014-10-14 22:15 购买,金牌会员,北京,来自京东iPhone客户端,我觉得还可以评价的晚了
大俄班的索妮娅,2015-03-09 20:05 购买,铜牌会员,河北,来自京东iPad客户端,已经看完了，非常不错，一定要买这个出版社的
s***8,2015-03-22 00:20 购买,铜牌会员,北京,来自京东iPhone客户端,特别好。…………………………
天***7,2015-04-08 16:17 购买,金牌会员,江苏,来自京东Android客户端,买过少儿版的，小孩嫌太浅了要买成人版的，要看书是好事啊，支持下，好厚两本书，送货挺快，服务好
j***3,2014-11-01 12:38 购买,金牌会员,陕西,来自京东Android客户端,正品好书，名著经典，值得收藏
j***d,2015-04-04 10:32 购买,银牌会员,广东,,很不错很不错很不错很不错
天***a,2015-04-08 09:21 购买,金牌会员,山东,,收到了 还没有看 看着不错
1***3,2015-04-10 19:19 购买,铜牌会员,四川,来自京东iPhone客户端,包装很好。舒服也很快，
j***1,2015-02-11 15:26 购买,金牌会员,陕西,来自京东Android客户端,商家比较给力，这个我喜欢
j***8,2015-04-07 14:06 购买,银牌会员,山东,来自京东Android客户端,我买了不同的校对本，还是这本经典
云***迹,2014-11-11 16:08 购买,钻石会员,广东,来自京东Android客户端,挺好的，还不错，以后慢慢用
j***g,2015-04-09 05:13 购买,金牌会员,广东,,给儿子买的，最重要的是正品
f***叶,2015-02-23 14:37 购买,钻石会员,河南,,很不错。真的挺好的。
X***属,2014-11-03 22:53 购买,钻石会员,广东,来自京东Android客户端,东西可以 东西可以 东西可以
shbjdsc,2015-04-09 13:41 购买,银牌会员,湖北,,总体来说还不错吧，适合初次阅读者购买
j***x,2015-03-30 23:33 购买,铜牌会员,云南,来自京东Android客户端,一般。。。。。。。。。。
l***2,2015-03-11 21:53 购买,钻石会员,江苏,,包装很好，书已经看完，挺好的，送货速度快
小***g,2015-03-30 09:14 购买,银牌会员,湖南,,原装正版，内容很好，值得推荐
j***1,2015-03-03 20:48 购买,钻石会员,北京,,经典名著。
c***u,2015-04-08 02:07 购买,金牌会员,福建,来自京东Android客户端,经典普及版，值得拥有！琢磨好了，再上脂砚斋。
q***3,2015-04-06 21:30 购买,金牌会员,河南,,"《红楼梦》，中国古典四大名著之首，清代作家曹雪芹创作的章回体长篇小说[1] 。早期仅有前八十回抄本流传，原名《石头记》。程伟元搜集到后四十回残稿，邀请高鹗协同整理出版百二十回全本[2] ，定名《红楼梦》。亦有版本作《金玉缘》《脂砚斋重评石头记》。
《红楼梦》是一部具有世界影响力的人情小说作品，举世公认的中国古典小说巅峰之作，中国封建社会的百科全书，传统文化的集大成者。小说以贾、王、史、薛四大家族的兴衰为背景，以贾府的家庭琐事、闺阁闲情为中心，以贾宝玉、林黛玉、薛宝钗的爱情婚姻故事为主线，描写了金陵十二钗的人性美和悲剧美，歌颂追求光明的叛逆人物，通过叛逆者的悲剧命运预见封建社会必然走向灭亡，揭示出封建末世危机。
《红楼梦》具有初步的民主主义思想，他对现实社会包括宫廷及官场的黑暗，封建贵族阶级及其家庭的腐朽，封建的科举制度、婚姻制度、奴婢制度、等级制度，以及与此相适应的社会统治思想即孔孟之道和程朱理学、社会道德观念等等，都进行了深刻的批判，并且提出了朦胧的带有初步民主主义性质的理想和主张。这些理想和主张正是当时正在滋长的资本主义经济萌芽因素的曲折反映。[3]
《红楼梦》以“大旨谈情，实录其事”自勉，只按自己的事体情理，按迹循踪，摆脱旧套，新鲜别致[1] ，取得了非凡的艺术成就。尤其“真事隐去，假语村言”的特殊笔法更是激起了后世读者强烈的好奇心和窥探欲，各种猜测附会之说愈出愈奇。"
j***0,2015-02-06 15:21 购买,银牌会员,湖北,,印刷不错，可以读起来不方便，一来太厚，二来白纸刺眼。
白***子,2015-02-13 16:26 购买,银牌会员,内蒙古,来自京东Android客户端,值得收藏值得收藏值得收藏
希嘻嘻嘻082,2015-04-09 01:12 购买,银牌会员,广东,来自京东Android客户端,特意挑的这个版本买的，很合意
g***i,2014-12-03 20:56 购买,银牌会员,福建,来自京东Android客户端,还没看。。。。。。。。
k***7,2014-11-18 13:36 购买,钻石会员,广西,,包装的边上有点被折了。。
余***灵,2015-04-07 08:51 购买,银牌会员,广东,来自京东Android客户端,我可不想谢谢你看见了
阿***哥,2015-03-29 12:46 购买,钻石会员,湖北,来自京东Android客户端,给女儿买的.应该不错
w***1,2015-02-10 12:52 购买,金牌会员,湖北,来自京东iPhone客户端,不错，就是书太厚了，要是分3-4册就好了
y***5,2015-04-06 17:38 购买,钻石会员,山东,来自京东Android客户端,上学的时候买过一本，不小心淋了水皱巴巴的。确实是经典，再读一遍。
空海的荒芜,2015-03-28 09:14 购买,银牌会员,河北,,送货很快，包装很好，没有破损，满意。
随***来,2015-04-06 16:17 购买,金牌会员,天津,来自京东Android客户端,给妈妈看的，挺好的不错
z***9,2015-03-15 13:14 购买,银牌会员,四川,,"名著就是名著
书排版很好
纸质很好
总之 很赞"
G***4,2015-04-06 19:28 购买,铜牌会员,山东,,"正版书籍,而且还有注释,纸张也不错,京东快递也很快,"
r***7,2015-03-26 21:27 购买,金牌会员,河南,来自京东Android客户端,很不错的版本很不错的版本。
惊***1,2015-02-09 14:19 购买,银牌会员,江苏,,这版庚辰本红楼梦，考证很严谨，最大程度的还原了红楼梦的原始版本，很好很好
介***介,2015-02-28 16:48 购买,钻石会员,上海,,书质量还行，简易的，内容比较不错，有备注解释，看着不累人，总体还是不错的，喜欢红楼的朋友可以看看
beiwendaidexiaoniu,2015-03-28 07:04 购买,金牌会员,北京,来自京东iPad客户端,很好，女兒很喜歡。有註釋看得輕鬆。
青***o,2015-02-02 21:52 购买,金牌会员,上海,,名家经典，倾力推荐，学生必读
潘***儿,2015-03-31 21:35 购买,金牌会员,浙江,来自京东iPhone客户端,。
a***5,2015-01-25 13:10 购买,钻石会员,山东,来自京东iPhone客户端,非常好，比卖场便宜，京东品质如一希望再接再厉！
星***谜,2015-04-05 13:40 购买,金牌会员,安徽,来自京东Android客户端,女儿要的，我看不懂，以后纷儿子看
l***6,2015-03-14 21:54 购买,金牌会员,北京,,方便，实惠，经常光顾。
因***渺,2015-04-04 22:10 购买,银牌会员,山西,来自京东Android客户端,好书用来珍藏，，，，
t***z,2015-01-28 22:39 购买,金牌会员,湖北,,很好很好很好很好很好很好
T***t,2015-04-01 22:52 购买,银牌会员,湖北,来自京东iPhone客户端,書不錯 發貨過了三天才發為什麼？
S***a,2015-02-05 12:43 购买,钻石会员,河南,来自京东iPhone客户端,正品，性价比高，非常满意！！！！！！！！！
淘***儿,2015-03-19 15:15 购买,金牌会员,黑龙江,,一起买了很多的书，还没有看呢，应该不错
c***l,2015-01-29 20:24 购买,金牌会员,湖南,,我是一直都在京东买书的！
xingzailushang,2015-03-25 09:43 购买,金牌会员,湖南,来自京东Android客户端,正品。。。。。。。。。
h***7,2015-03-05 21:19 购买,银牌会员,河北,,纸张不错，字体清晰，
4小姐,2015-04-06 00:27 购买,银牌会员,广东,,物流快、书本正版、印刷字迹清楚、纸张好、随便瞄了下、没有空白页、不错
李***9,2015-03-26 11:22 购买,钻石会员,甘肃,来自京东Android客户端,很不错的一本书。。。
j***3,2015-02-21 08:04 购买,钻石会员,湖北,来自京东Android客户端,正版图书，京东快递给力
j***r,2015-02-02 19:37 购买,铜牌会员,甘肃,来自京东Android客户端,这个红楼梦确实非常好，人民文学出版，价格不贵，赞\(≧▽≦)/
峰娟合一,2015-02-11 00:06 购买,金牌会员,北京,来自京东iPad客户端,不值这个价^_^。。。。
咘***熊,2015-02-02 10:59 购买,钻石会员,陕西,来自京东Android客户端,内容完整！这个书不错吧
