buyer_time,buyer_level,buyer_addr,buyer_device
2014-05-04 13:16 购买,钻石会员,北京,
2014-02-07 19:22 购买,钻石会员,甘肃,
2014-03-14 23:59 购买,金牌会员,广东,
2014-05-07 20:11 购买,银牌会员,江苏,来自京东Android客户端
2014-04-19 22:28 购买,钻石会员,北京,
2014-05-07 08:52 购买,银牌会员,浙江,
2014-01-10 14:55 购买,银牌会员,山东,
2014-04-23 20:57 购买,钻石会员,北京,
2014-05-06 16:42 购买,金牌会员,北京,
2014-02-17 21:34 购买,钻石会员,北京,来自京东Android客户端
2014-04-25 19:14 购买,银牌会员,湖南,
2014-04-23 13:08 购买,钻石会员,广东,
2014-03-08 16:30 购买,银牌会员,吉林,
2013-12-25 21:00 购买,银牌会员,浙江,
2014-03-08 16:30 购买,银牌会员,山东,
2014-03-08 16:30 购买,银牌会员,广东,
2014-05-04 08:46 购买,银牌会员,辽宁,
2014-02-17 11:57 购买,金牌会员,江苏,
2014-01-16 14:14 购买,银牌会员,湖北,
2014-05-03 10:25 购买,钻石会员,江苏,
2014-01-25 15:15 购买,金牌会员,北京,
2013-11-12 17:32 购买,钻石会员,浙江,
2014-01-20 15:28 购买,钻石会员,江苏,
2014-04-18 19:19 购买,钻石会员,上海,
2014-03-02 12:03 购买,钻石会员,辽宁,
2014-02-14 22:34 购买,金牌会员,北京,
2014-03-10 13:01 购买,钻石会员,北京,
2014-04-23 23:23 购买,银牌会员,北京,
2014-04-24 21:05 购买,钻石会员,四川,
2014-04-23 08:54 购买,金牌会员,山东,
2014-04-25 21:30 购买,钻石会员,上海,
2014-04-09 23:27 购买,银牌会员,海南,
2014-04-23 11:14 购买,钻石会员,山西,
2013-12-14 21:50 购买,钻石会员,云南,
2014-04-03 22:19 购买,银牌会员,北京,
2013-11-16 17:10 购买,钻石会员,河南,
2014-04-21 06:54 购买,金牌会员,广东,
2014-04-14 16:21 购买,钻石会员,北京,
2014-04-14 08:30 购买,金牌会员,河北,
2014-04-02 09:04 购买,金牌会员,北京,
2014-02-16 09:40 购买,钻石会员,湖北,
2014-04-10 22:13 购买,钻石会员,江苏,
2014-04-21 17:22 购买,银牌会员,辽宁,
2014-03-08 16:30 购买,铜牌会员,山西,
2014-03-08 16:18 购买,铜牌会员,山西,
2014-03-08 15:46 购买,铜牌会员,山西,
2014-03-08 15:07 购买,铜牌会员,山西,
2014-04-10 16:45 购买,银牌会员,山东,
2014-03-16 10:04 购买,钻石会员,江苏,
2014-04-17 08:45 购买,银牌会员,江苏,
2013-11-26 11:34 购买,银牌会员,北京,
2014-02-24 11:40 购买,金牌会员,陕西,
2014-04-17 22:36 购买,钻石会员,北京,
2014-03-09 21:37 购买,钻石会员,江苏,
2014-01-15 11:23 购买,铜牌会员,山西,
2014-04-15 13:55 购买,钻石会员,北京,
2014-04-08 09:23 购买,金牌会员,广东,来自京东iPhone客户端
2014-03-29 10:26 购买,钻石会员,江苏,
2014-02-10 20:57 购买,钻石会员,北京,
2014-04-02 19:30 购买,银牌会员,浙江,
2014-02-25 08:37 购买,钻石会员,江苏,
2014-03-29 10:24 购买,钻石会员,北京,来自京东iPad客户端
2014-02-22 22:55 购买,金牌会员,广东,
2014-04-01 18:39 购买,金牌会员,北京,
2014-03-16 23:37 购买,钻石会员,河南,
2014-04-01 08:22 购买,钻石会员,江苏,
2014-01-19 01:26 购买,金牌会员,北京,
2014-01-12 22:08 购买,金牌会员,四川,
2014-04-02 21:35 购买,钻石会员,山东,
2014-01-17 15:52 购买,钻石会员,山东,
2014-01-18 23:07 购买,钻石会员,安徽,
2014-03-12 21:48 购买,金牌会员,安徽,
2014-01-09 22:40 购买,钻石会员,北京,
2014-03-29 10:12 购买,钻石会员,江苏,
2014-02-11 20:16 购买,金牌会员,上海,来自京东Android客户端
2014-02-03 21:42 购买,金牌会员,浙江,
2014-02-17 22:22 购买,金牌会员,江苏,
2014-02-20 10:11 购买,钻石会员,江苏,
2014-03-29 10:01 购买,金牌会员,江苏,
2013-11-11 18:59 购买,金牌会员,广东,
2014-03-11 22:08 购买,钻石会员,北京,
2013-12-05 09:46 购买,银牌会员,辽宁,
2014-03-30 21:35 购买,银牌会员,上海,
2014-03-25 10:14 购买,钻石会员,江苏,
2014-03-22 20:07 购买,钻石会员,广西,
2014-03-14 22:48 购买,银牌会员,江苏,
2014-03-27 10:43 购买,钻石会员,江苏,来自京东Android客户端
2014-01-19 21:22 购买,金牌会员,北京,来自京东iPhone客户端
2014-03-21 00:45 购买,金牌会员,北京,来自京东iPad客户端
2014-03-27 09:01 购买,金牌会员,内蒙古,来自京东iPhone客户端
2013-11-25 20:03 购买,钻石会员,上海,来自京东Android客户端
2014-03-16 20:20 购买,银牌会员,辽宁,
2014-03-28 09:55 购买,银牌会员,北京,
2014-03-01 12:45 购买,铜牌会员,安徽,
2013-10-05 10:20 购买,钻石会员,陕西,
2014-02-08 12:41 购买,钻石会员,上海,
2014-03-03 20:44 购买,钻石会员,北京,
2014-03-14 20:51 购买,银牌会员,浙江,
2014-03-23 11:43 购买,金牌会员,北京,
2014-02-24 13:57 购买,钻石会员,江苏,
2014-03-24 13:24 购买,金牌会员,福建,
2014-03-15 13:55 购买,钻石会员,江苏,
2014-02-26 22:10 购买,钻石会员,北京,
2014-02-22 17:48 购买,钻石会员,广东,
2014-03-14 13:55 购买,金牌会员,北京,
2014-03-12 20:44 购买,银牌会员,安徽,
2014-03-11 11:02 购买,银牌会员,天津,
2014-02-06 12:52 购买,钻石会员,江苏,
2013-10-03 20:56 购买,钻石会员,广东,
2014-03-18 12:40 购买,金牌会员,江苏,
2014-03-03 07:26 购买,钻石会员,北京,
2014-02-23 09:18 购买,钻石会员,北京,
2014-01-18 08:16 购买,金牌会员,天津,
2014-02-26 20:50 购买,钻石会员,北京,
2013-11-03 12:14 购买,铜牌会员,陕西,
2014-03-19 09:03 购买,铜牌会员,北京,
2014-03-18 11:43 购买,银牌会员,北京,来自京东iPhone客户端
2014-03-16 09:57 购买,钻石会员,北京,
2013-11-02 15:07 购买,钻石会员,陕西,
2013-10-02 11:44 购买,铜牌会员,北京,
2014-03-14 23:00 购买,钻石会员,江苏,
2014-03-17 11:54 购买,银牌会员,山东,
2014-03-13 16:27 购买,金牌会员,吉林,来自京东iPhone客户端
2014-02-18 13:23 购买,钻石会员,四川,
2013-12-29 22:54 购买,金牌会员,河南,
2014-03-12 00:31 购买,金牌会员,上海,
2014-01-26 15:56 购买,铜牌会员,江苏,
2014-02-11 21:54 购买,银牌会员,安徽,
2014-02-15 08:04 购买,钻石会员,山东,
2014-02-19 16:26 购买,钻石会员,北京,来自京东iPhone客户端
2013-11-28 22:04 购买,银牌会员,广东,
2014-02-16 07:10 购买,金牌会员,广东,
2014-01-18 19:35 购买,钻石会员,浙江,
2014-01-07 16:55 购买,银牌会员,福建,
2013-12-11 21:31 购买,金牌会员,北京,
2014-02-18 10:47 购买,钻石会员,浙江,
2014-03-09 22:22 购买,钻石会员,湖南,
2013-11-17 18:53 购买,银牌会员,山西,
2014-03-09 19:53 购买,金牌会员,山东,来自京东Android客户端
2014-01-24 13:43 购买,银牌会员,浙江,
2014-01-16 17:41 购买,钻石会员,天津,
2014-03-01 23:24 购买,银牌会员,河北,
2014-02-24 22:42 购买,金牌会员,北京,
2014-01-20 01:25 购买,金牌会员,天津,来自京东Android客户端
2014-03-05 19:20 购买,银牌会员,江苏,
2014-03-05 20:36 购买,铜牌会员,四川,
2014-03-08 17:17 购买,钻石会员,北京,
2013-11-01 22:42 购买,金牌会员,天津,
2014-01-23 20:39 购买,金牌会员,陕西,
2014-01-25 09:45 购买,金牌会员,四川,
2014-01-22 13:48 购买,钻石会员,上海,
2014-03-08 06:15 购买,金牌会员,安徽,
2013-11-16 14:43 购买,铜牌会员,山西,
2013-11-16 14:47 购买,铜牌会员,山西,
2013-11-30 03:41 购买,铜牌会员,山西,
2013-11-30 03:35 购买,铜牌会员,山西,
2013-11-30 03:31 购买,银牌会员,山西,
2013-11-30 03:28 购买,铜牌会员,山西,
2013-11-30 03:23 购买,铜牌会员,山西,
2013-11-30 03:21 购买,铜牌会员,山西,
2013-11-30 03:15 购买,铜牌会员,山西,
2013-11-30 03:43 购买,铜牌会员,山西,
2013-11-30 03:05 购买,银牌会员,山西,
2014-02-25 21:49 购买,金牌会员,北京,
2014-03-02 19:18 购买,金牌会员,北京,
2013-11-30 02:57 购买,银牌会员,山西,
2013-11-30 02:56 购买,铜牌会员,山西,
2013-11-30 02:53 购买,铜牌会员,山西,
2013-11-30 02:49 购买,铜牌会员,山西,
2013-10-01 10:48 购买,金牌会员,浙江,
2014-01-18 09:47 购买,银牌会员,江苏,
2014-02-18 22:31 购买,金牌会员,江苏,
2014-01-07 16:19 购买,银牌会员,北京,
2014-03-03 17:17 购买,钻石会员,天津,
2014-02-02 21:20 购买,钻石会员,江苏,
2014-01-18 14:33 购买,金牌会员,四川,来自京东Android客户端
2013-11-12 14:55 购买,银牌会员,湖北,
2014-02-27 13:51 购买,金牌会员,北京,
2014-02-20 17:44 购买,银牌会员,北京,
2013-12-27 09:09 购买,金牌会员,辽宁,
2014-02-05 21:22 购买,钻石会员,四川,
2013-09-03 16:54 购买,铜牌会员,江西,
2014-02-13 19:07 购买,企业会员,上海,来自京东Android客户端
2013-09-03 12:08 购买,银牌会员,江西,
2013-09-03 12:05 购买,银牌会员,江西,
2014-02-09 15:57 购买,钻石会员,北京,来自京东iPhone客户端
2014-02-16 12:37 购买,金牌会员,安徽,
2013-10-03 19:06 购买,银牌会员,浙江,
2014-02-28 11:38 购买,铜牌会员,四川,来自京东Android客户端
2013-11-16 23:29 购买,金牌会员,黑龙江,
2014-02-21 14:11 购买,银牌会员,北京,
2014-02-18 15:02 购买,铜牌会员,江苏,
2013-10-18 16:01 购买,银牌会员,黑龙江,
2013-11-12 14:19 购买,铜牌会员,广东,
2013-10-13 14:30 购买,银牌会员,山东,
2013-11-12 00:57 购买,铜牌会员,广东,
2014-01-21 21:54 购买,银牌会员,北京,
2014-01-21 21:54 购买,银牌会员,北京,
2014-02-26 08:42 购买,金牌会员,北京,
2013-11-12 21:36 购买,金牌会员,上海,
2014-01-22 14:37 购买,银牌会员,河南,来自京东Android客户端
2014-02-22 20:23 购买,金牌会员,上海,来自京东iPhone客户端
2013-11-29 22:11 购买,金牌会员,北京,来自京东Android客户端
2014-02-12 19:03 购买,钻石会员,江苏,来自京东iPhone客户端
2014-02-08 20:25 购买,银牌会员,江苏,
2014-02-21 20:42 购买,钻石会员,北京,
2014-02-12 10:59 购买,钻石会员,北京,
2013-12-17 00:02 购买,钻石会员,广东,
2014-02-12 16:16 购买,金牌会员,上海,
2014-02-22 12:52 购买,金牌会员,海南,来自京东iPhone客户端
2014-02-18 21:14 购买,钻石会员,江苏,
2013-12-31 11:01 购买,金牌会员,重庆,
2014-02-14 10:15 购买,银牌会员,江苏,
2014-02-22 23:59 购买,银牌会员,辽宁,
2014-02-08 15:14 购买,铜牌会员,山东,
2014-02-19 18:59 购买,金牌会员,山东,
2013-11-29 23:06 购买,金牌会员,上海,
2014-01-03 13:34 购买,钻石会员,北京,
2014-02-18 14:08 购买,钻石会员,江苏,
2014-02-21 14:43 购买,钻石会员,北京,
2013-09-01 16:06 购买,银牌会员,北京,
2014-02-22 22:54 购买,金牌会员,江苏,
2014-02-22 10:18 购买,金牌会员,北京,
2014-02-19 22:31 购买,金牌会员,北京,
2013-11-02 17:54 购买,银牌会员,湖南,
2013-10-04 14:10 购买,金牌会员,江苏,
2014-01-15 09:51 购买,金牌会员,上海,
2014-01-17 20:22 购买,钻石会员,北京,
2013-09-18 13:23 购买,银牌会员,湖南,
2013-09-06 18:02 购买,金牌会员,四川,
2014-01-13 15:30 购买,钻石会员,广东,
2014-02-20 08:17 购买,钻石会员,北京,
2014-02-17 23:05 购买,钻石会员,北京,
2013-10-02 19:08 购买,钻石会员,广东,
2014-02-17 20:41 购买,银牌会员,浙江,
2014-02-17 18:43 购买,钻石会员,江苏,
2014-01-28 19:26 购买,金牌会员,浙江,
2013-11-21 20:20 购买,钻石会员,广东,
2014-02-17 21:54 购买,金牌会员,北京,
2014-02-16 19:34 购买,银牌会员,上海,来自京东Android客户端
2014-02-18 18:39 购买,金牌会员,江苏,
2014-02-14 11:28 购买,钻石会员,上海,
2014-01-19 15:43 购买,金牌会员,北京,
2014-02-18 08:54 购买,金牌会员,上海,
2014-02-17 20:42 购买,钻石会员,广东,
2014-02-17 19:59 购买,铜牌会员,江苏,
2014-02-16 10:54 购买,金牌会员,北京,
2014-01-21 19:45 购买,银牌会员,北京,
2014-02-04 21:24 购买,金牌会员,广东,
2014-01-23 11:13 购买,钻石会员,江苏,
2013-09-18 21:17 购买,钻石会员,北京,
2014-02-14 22:10 购买,金牌会员,上海,来自京东iPhone客户端
2014-02-11 21:13 购买,钻石会员,上海,
2014-02-07 19:03 购买,金牌会员,北京,
2014-02-10 09:58 购买,钻石会员,北京,
2014-02-10 17:40 购买,银牌会员,江苏,来自京东Android客户端
2014-02-07 13:28 购买,金牌会员,江苏,
2014-02-11 13:33 购买,金牌会员,山东,来自京东Android客户端
2014-01-18 17:19 购买,钻石会员,北京,
2014-02-13 15:13 购买,钻石会员,江苏,
2014-01-10 13:49 购买,钻石会员,福建,
2014-01-24 14:08 购买,铜牌会员,甘肃,
2014-01-27 10:25 购买,金牌会员,山东,
2014-01-19 22:00 购买,银牌会员,四川,
2014-02-06 21:21 购买,金牌会员,浙江,来自京东Android客户端
2014-02-05 15:30 购买,钻石会员,上海,
2014-02-12 21:59 购买,钻石会员,北京,
2014-02-06 15:57 购买,钻石会员,浙江,
2013-11-11 20:44 购买,银牌会员,天津,
2013-12-10 20:31 购买,银牌会员,新疆,来自京东Android客户端
2014-02-08 19:17 购买,铜牌会员,山西,
2014-01-26 09:15 购买,金牌会员,江苏,
2013-12-14 22:29 购买,钻石会员,天津,
2014-02-10 18:29 购买,钻石会员,北京,
2014-02-07 13:49 购买,金牌会员,江苏,
2014-01-29 19:34 购买,钻石会员,广东,
2014-01-27 09:18 购买,银牌会员,江苏,
2014-02-09 19:44 购买,金牌会员,北京,
2014-02-06 06:12 购买,银牌会员,河南,
2014-01-16 14:43 购买,钻石会员,天津,
2014-01-24 15:34 购买,金牌会员,江苏,
2014-01-23 20:31 购买,金牌会员,山东,
2014-01-13 22:32 购买,钻石会员,北京,
2014-02-07 13:02 购买,钻石会员,江苏,
2014-02-06 16:33 购买,金牌会员,安徽,
2014-02-06 18:14 购买,钻石会员,浙江,
2014-02-06 23:36 购买,钻石会员,浙江,来自京东Android客户端
2013-12-20 21:27 购买,金牌会员,广东,
2014-01-18 22:05 购买,银牌会员,四川,
2013-12-13 20:13 购买,钻石会员,北京,
2013-11-22 10:37 购买,钻石会员,西藏,
2014-01-19 11:12 购买,金牌会员,北京,
2014-02-02 17:16 购买,银牌会员,广东,
2014-01-24 20:50 购买,金牌会员,北京,
2014-01-25 09:18 购买,金牌会员,江苏,
2013-08-11 18:02 购买,钻石会员,北京,
2014-02-02 17:34 购买,钻石会员,河北,
2014-02-04 18:23 购买,钻石会员,辽宁,
2014-02-03 09:41 购买,铜牌会员,上海,
2014-01-22 15:30 购买,钻石会员,北京,
2014-01-22 22:10 购买,钻石会员,江苏,
2013-12-30 10:11 购买,钻石会员,北京,来自京东iPhone客户端
2014-01-20 18:09 购买,金牌会员,北京,
2014-01-24 16:59 购买,钻石会员,陕西,来自京东Android客户端
2013-11-17 22:34 购买,钻石会员,河北,
2013-12-06 13:52 购买,钻石会员,河北,
2014-01-20 20:10 购买,银牌会员,江苏,
2013-11-09 12:03 购买,钻石会员,广东,
2014-01-19 17:04 购买,金牌会员,天津,来自京东Android客户端
2013-11-28 16:05 购买,钻石会员,江苏,
2013-12-13 20:26 购买,钻石会员,江苏,
2014-01-08 21:32 购买,金牌会员,辽宁,
2013-09-14 20:38 购买,银牌会员,广东,
2014-01-03 11:09 购买,钻石会员,天津,来自京东iPhone客户端
2014-01-25 19:49 购买,铜牌会员,福建,来自京东Android客户端
2014-01-18 11:35 购买,银牌会员,广西,来自京东Android客户端
2013-08-10 15:52 购买,钻石会员,山东,来自京东iPad客户端
2014-01-22 14:19 购买,银牌会员,上海,
2013-11-01 22:10 购买,银牌会员,山东,
2013-11-11 08:08 购买,钻石会员,上海,
2013-11-11 12:34 购买,钻石会员,上海,
2014-01-24 16:17 购买,金牌会员,安徽,
2014-01-23 16:53 购买,银牌会员,山东,
2014-01-23 02:58 购买,金牌会员,山西,
2014-01-22 11:05 购买,金牌会员,北京,
2014-01-12 20:33 购买,金牌会员,北京,
2014-01-26 15:39 购买,银牌会员,辽宁,
2014-01-20 14:51 购买,钻石会员,北京,
2014-01-24 21:04 购买,钻石会员,江苏,来自京东Android客户端
2013-10-01 14:53 购买,铜牌会员,天津,
2014-01-25 21:07 购买,银牌会员,上海,来自京东Android客户端
2014-01-17 14:34 购买,钻石会员,江苏,
2014-01-22 13:48 购买,钻石会员,山东,
2014-01-16 15:24 购买,金牌会员,北京,
2013-09-06 14:15 购买,金牌会员,北京,
2014-01-17 10:58 购买,钻石会员,北京,
2014-01-21 18:15 购买,钻石会员,广东,
2014-01-17 15:48 购买,钻石会员,江苏,
2013-09-19 18:32 购买,铜牌会员,北京,来自京东Android客户端
2014-01-18 21:39 购买,钻石会员,辽宁,
2014-01-24 12:54 购买,金牌会员,江苏,
2014-01-21 14:03 购买,铜牌会员,河北,
2014-01-22 10:17 购买,钻石会员,重庆,来自京东iPhone客户端
2013-11-02 20:57 购买,钻石会员,天津,
2014-01-23 16:57 购买,钻石会员,浙江,
2014-01-18 22:25 购买,铜牌会员,广东,
2014-01-22 12:50 购买,钻石会员,陕西,
2014-01-23 20:46 购买,钻石会员,江苏,
2013-12-10 09:52 购买,钻石会员,广东,来自京东Android客户端
2014-01-22 18:30 购买,金牌会员,北京,来自京东Android客户端
2014-01-18 16:16 购买,钻石会员,四川,
2014-01-18 20:32 购买,银牌会员,江苏,
2013-08-27 11:16 购买,钻石会员,辽宁,
2014-01-19 17:53 购买,金牌会员,河北,
2014-01-18 10:28 购买,银牌会员,重庆,
2014-01-10 13:55 购买,银牌会员,北京,
2014-01-18 19:09 购买,金牌会员,北京,
2013-08-27 20:36 购买,银牌会员,广东,
